Tonnes Co2e,country_full,country,sector,subsector,start,end
3761804,Morocco,MAR,power,other energy use,2020-01-01,2021-01-01
1133099,Morocco,MAR,transport,aviation,2020-01-01,2021-01-01
0,Morocco,MAR,transport,other transportation,2020-01-01,2021-01-01
28244,Morocco,MAR,transport,railways,2020-01-01,2021-01-01
17116436,Morocco,MAR,transport,roads,2020-01-01,2021-01-01
0,Morocco,MAR,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
28840,Morocco,MAR,waste,open burning waste,2020-01-01,2021-01-01
15988000,Morocco,MAR,waste,solid waste disposal,2020-01-01,2021-01-01
4788000,Morocco,MAR,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
,Monaco,MCO,agriculture,cropland fires,2020-01-01,2021-01-01
,Monaco,MCO,agriculture,enteric fermentation,2020-01-01,2021-01-01
,Monaco,MCO,agriculture,managed soils,2020-01-01,2021-01-01
,Monaco,MCO,agriculture,manure management,2020-01-01,2021-01-01
0,Monaco,MCO,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Monaco,MCO,buildings,cooking,2020-01-01,2021-01-01
7615,Monaco,MCO,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
0,Monaco,MCO,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Monaco,MCO,extraction,bauxite mining,2020-01-01,2021-01-01
,Monaco,MCO,extraction,coal mining,2020-01-01,2021-01-01
0,Monaco,MCO,extraction,copper mining,2020-01-01,2021-01-01
0,Monaco,MCO,extraction,iron mining,2020-01-01,2021-01-01
0,Monaco,MCO,extraction,rock quarry,2020-01-01,2021-01-01
0,Monaco,MCO,extraction,sand quarry,2020-01-01,2021-01-01
,Monaco,MCO,manufacturing,aluminum,2020-01-01,2021-01-01
,Monaco,MCO,manufacturing,cement production,2020-01-01,2021-01-01
,Monaco,MCO,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Monaco,MCO,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Monaco,MCO,manufacturing,glass production,2020-01-01,2021-01-01
,Monaco,MCO,manufacturing,lime production,2020-01-01,2021-01-01
,Monaco,MCO,manufacturing,nitric acid production,2020-01-01,2021-01-01
0,Monaco,MCO,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Monaco,MCO,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Monaco,MCO,manufacturing,pulp paper,2020-01-01,2021-01-01
,Monaco,MCO,manufacturing,steel,2020-01-01,2021-01-01
0,Monaco,MCO,maritime,shipping,2020-01-01,2021-01-01
0,Monaco,MCO,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Monaco,MCO,oil and gas,oil refining,2020-01-01,2021-01-01
0,Monaco,MCO,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
,Monaco,MCO,power,electricity generation,2020-01-01,2021-01-01
0,Monaco,MCO,power,other energy use,2020-01-01,2021-01-01
3182,Monaco,MCO,transport,aviation,2020-01-01,2021-01-01
0,Monaco,MCO,transport,other transportation,2020-01-01,2021-01-01
0,Monaco,MCO,transport,railways,2020-01-01,2021-01-01
,Monaco,MCO,transport,roads,2020-01-01,2021-01-01
0,Monaco,MCO,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Monaco,MCO,waste,open burning waste,2020-01-01,2021-01-01
0,Monaco,MCO,waste,solid waste disposal,2020-01-01,2021-01-01
0,Monaco,MCO,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
106528,Republic of Moldova,MDA,agriculture,cropland fires,2020-01-01,2021-01-01
531199,Republic of Moldova,MDA,agriculture,enteric fermentation,2020-01-01,2021-01-01
673334,Republic of Moldova,MDA,agriculture,managed soils,2020-01-01,2021-01-01
214093,Republic of Moldova,MDA,agriculture,manure management,2020-01-01,2021-01-01
0,Republic of Moldova,MDA,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Republic of Moldova,MDA,buildings,cooking,2020-01-01,2021-01-01
0,Republic of Moldova,MDA,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
1809104,Republic of Moldova,MDA,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Republic of Moldova,MDA,extraction,bauxite mining,2020-01-01,2021-01-01
,Republic of Moldova,MDA,extraction,coal mining,2020-01-01,2021-01-01
0,Republic of Moldova,MDA,extraction,copper mining,2020-01-01,2021-01-01
0,Republic of Moldova,MDA,extraction,iron mining,2020-01-01,2021-01-01
472,Republic of Moldova,MDA,extraction,rock quarry,2020-01-01,2021-01-01
898,Republic of Moldova,MDA,extraction,sand quarry,2020-01-01,2021-01-01
,Republic of Moldova,MDA,manufacturing,aluminum,2020-01-01,2021-01-01
613288,Republic of Moldova,MDA,manufacturing,cement production,2020-01-01,2021-01-01
,Republic of Moldova,MDA,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Republic of Moldova,MDA,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Republic of Moldova,MDA,manufacturing,glass production,2020-01-01,2021-01-01
,Republic of Moldova,MDA,manufacturing,lime production,2020-01-01,2021-01-01
,Republic of Moldova,MDA,manufacturing,nitric acid production,2020-01-01,2021-01-01
925878,Republic of Moldova,MDA,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Republic of Moldova,MDA,manufacturing,petrochemicals,2020-01-01,2021-01-01
3430,Republic of Moldova,MDA,manufacturing,pulp paper,2020-01-01,2021-01-01
126015,Republic of Moldova,MDA,manufacturing,steel,2020-01-01,2021-01-01
382613,Republic of Moldova,MDA,maritime,shipping,2020-01-01,2021-01-01
,Republic of Moldova,MDA,oil and gas,oil and gas production,2020-01-01,2021-01-01
1127,Republic of Moldova,MDA,oil and gas,oil refining,2020-01-01,2021-01-01
3080,Republic of Moldova,MDA,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
4348000,Republic of Moldova,MDA,power,electricity generation,2020-01-01,2021-01-01
0,Republic of Moldova,MDA,power,other energy use,2020-01-01,2021-01-01
101539,Republic of Moldova,MDA,transport,aviation,2020-01-01,2021-01-01
20612,Republic of Moldova,MDA,transport,other transportation,2020-01-01,2021-01-01
33052,Republic of Moldova,MDA,transport,railways,2020-01-01,2021-01-01
2107728,Republic of Moldova,MDA,transport,roads,2020-01-01,2021-01-01
0,Republic of Moldova,MDA,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
2420,Republic of Moldova,MDA,waste,open burning waste,2020-01-01,2021-01-01
582400,Republic of Moldova,MDA,waste,solid waste disposal,2020-01-01,2021-01-01
327600,Republic of Moldova,MDA,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
836845,Madagascar,MDG,agriculture,cropland fires,2020-01-01,2021-01-01
9800109,Madagascar,MDG,agriculture,enteric fermentation,2020-01-01,2021-01-01
10288350,Madagascar,MDG,agriculture,managed soils,2020-01-01,2021-01-01
540997,Madagascar,MDG,agriculture,manure management,2020-01-01,2021-01-01
4041660,Madagascar,MDG,agriculture,rice cultivation,2020-01-01,2021-01-01
162000,Madagascar,MDG,buildings,cooking,2020-01-01,2021-01-01
0,Madagascar,MDG,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
1773920,Madagascar,MDG,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Madagascar,MDG,extraction,bauxite mining,2020-01-01,2021-01-01
,Madagascar,MDG,extraction,coal mining,2020-01-01,2021-01-01
0,Madagascar,MDG,extraction,copper mining,2020-01-01,2021-01-01
0,Madagascar,MDG,extraction,iron mining,2020-01-01,2021-01-01
620,Madagascar,MDG,extraction,rock quarry,2020-01-01,2021-01-01
345,Madagascar,MDG,extraction,sand quarry,2020-01-01,2021-01-01
,Madagascar,MDG,manufacturing,aluminum,2020-01-01,2021-01-01
,Madagascar,MDG,manufacturing,cement production,2020-01-01,2021-01-01
,Madagascar,MDG,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Madagascar,MDG,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Madagascar,MDG,manufacturing,glass production,2020-01-01,2021-01-01
,Madagascar,MDG,manufacturing,lime production,2020-01-01,2021-01-01
,Madagascar,MDG,manufacturing,nitric acid production,2020-01-01,2021-01-01
2525559,Madagascar,MDG,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Madagascar,MDG,manufacturing,petrochemicals,2020-01-01,2021-01-01
8167,Madagascar,MDG,manufacturing,pulp paper,2020-01-01,2021-01-01
,Madagascar,MDG,manufacturing,steel,2020-01-01,2021-01-01
15831,Madagascar,MDG,maritime,shipping,2020-01-01,2021-01-01
0,Madagascar,MDG,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Madagascar,MDG,oil and gas,oil refining,2020-01-01,2021-01-01
2307200,Madagascar,MDG,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
1303000,Madagascar,MDG,power,electricity generation,2020-01-01,2021-01-01
0,Madagascar,MDG,power,other energy use,2020-01-01,2021-01-01
88445,Madagascar,MDG,transport,aviation,2020-01-01,2021-01-01
0,Madagascar,MDG,transport,other transportation,2020-01-01,2021-01-01
8644,Madagascar,MDG,transport,railways,2020-01-01,2021-01-01
1407700,Madagascar,MDG,transport,roads,2020-01-01,2021-01-01
0,Madagascar,MDG,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
4032000,Madagascar,MDG,waste,open burning waste,2020-01-01,2021-01-01
1019200,Madagascar,MDG,waste,solid waste disposal,2020-01-01,2021-01-01
3500000,Madagascar,MDG,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
,Maldives,MDV,agriculture,cropland fires,2020-01-01,2021-01-01
,Maldives,MDV,agriculture,enteric fermentation,2020-01-01,2021-01-01
1510,Maldives,MDV,agriculture,managed soils,2020-01-01,2021-01-01
,Maldives,MDV,agriculture,manure management,2020-01-01,2021-01-01
0,Maldives,MDV,agriculture,rice cultivation,2020-01-01,2021-01-01
51800,Maldives,MDV,buildings,cooking,2020-01-01,2021-01-01
0,Maldives,MDV,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
79681,Maldives,MDV,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Maldives,MDV,extraction,bauxite mining,2020-01-01,2021-01-01
,Maldives,MDV,extraction,coal mining,2020-01-01,2021-01-01
0,Maldives,MDV,extraction,copper mining,2020-01-01,2021-01-01
0,Maldives,MDV,extraction,iron mining,2020-01-01,2021-01-01
0,Maldives,MDV,extraction,rock quarry,2020-01-01,2021-01-01
0,Maldives,MDV,extraction,sand quarry,2020-01-01,2021-01-01
,Maldives,MDV,manufacturing,aluminum,2020-01-01,2021-01-01
,Maldives,MDV,manufacturing,cement production,2020-01-01,2021-01-01
,Maldives,MDV,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Maldives,MDV,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Maldives,MDV,manufacturing,glass production,2020-01-01,2021-01-01
,Maldives,MDV,manufacturing,lime production,2020-01-01,2021-01-01
,Maldives,MDV,manufacturing,nitric acid production,2020-01-01,2021-01-01
196756,Maldives,MDV,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Maldives,MDV,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Maldives,MDV,manufacturing,pulp paper,2020-01-01,2021-01-01
,Maldives,MDV,manufacturing,steel,2020-01-01,2021-01-01
3463,Maldives,MDV,maritime,shipping,2020-01-01,2021-01-01
0,Maldives,MDV,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Maldives,MDV,oil and gas,oil refining,2020-01-01,2021-01-01
2262,Maldives,MDV,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
533000,Maldives,MDV,power,electricity generation,2020-01-01,2021-01-01
0,Maldives,MDV,power,other energy use,2020-01-01,2021-01-01
382887,Maldives,MDV,transport,aviation,2020-01-01,2021-01-01
40146,Maldives,MDV,transport,other transportation,2020-01-01,2021-01-01
0,Maldives,MDV,transport,railways,2020-01-01,2021-01-01
754448,Maldives,MDV,transport,roads,2020-01-01,2021-01-01
0,Maldives,MDV,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
3370,Maldives,MDV,waste,open burning waste,2020-01-01,2021-01-01
105000,Maldives,MDV,waste,solid waste disposal,2020-01-01,2021-01-01
46480,Maldives,MDV,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
7557276,Mexico,MEX,agriculture,cropland fires,2020-01-01,2021-01-01
64402713,Mexico,MEX,agriculture,enteric fermentation,2020-01-01,2021-01-01
24414741,Mexico,MEX,agriculture,managed soils,2020-01-01,2021-01-01
4123762,Mexico,MEX,agriculture,manure management,2020-01-01,2021-01-01
123788,Mexico,MEX,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Mexico,MEX,buildings,cooking,2020-01-01,2021-01-01
0,Mexico,MEX,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
33667480,Mexico,MEX,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Mexico,MEX,extraction,bauxite mining,2020-01-01,2021-01-01
,Mexico,MEX,extraction,coal mining,2020-01-01,2021-01-01
438387,Mexico,MEX,extraction,copper mining,2020-01-01,2021-01-01
176867,Mexico,MEX,extraction,iron mining,2020-01-01,2021-01-01
468444,Mexico,MEX,extraction,rock quarry,2020-01-01,2021-01-01
63536,Mexico,MEX,extraction,sand quarry,2020-01-01,2021-01-01
,Mexico,MEX,manufacturing,aluminum,2020-01-01,2021-01-01
17196769,Mexico,MEX,manufacturing,cement production,2020-01-01,2021-01-01
,Mexico,MEX,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Mexico,MEX,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Mexico,MEX,manufacturing,glass production,2020-01-01,2021-01-01
,Mexico,MEX,manufacturing,lime production,2020-01-01,2021-01-01
,Mexico,MEX,manufacturing,nitric acid production,2020-01-01,2021-01-01
76990479,Mexico,MEX,manufacturing,other manufacturing,2020-01-01,2021-01-01
1854425,Mexico,MEX,manufacturing,petrochemicals,2020-01-01,2021-01-01
1626807,Mexico,MEX,manufacturing,pulp paper,2020-01-01,2021-01-01
10556183,Mexico,MEX,manufacturing,steel,2020-01-01,2021-01-01
446489,Mexico,MEX,maritime,shipping,2020-01-01,2021-01-01
36851233,Mexico,MEX,oil and gas,oil and gas production,2020-01-01,2021-01-01
21609460,Mexico,MEX,oil and gas,oil refining,2020-01-01,2021-01-01
1343600,Mexico,MEX,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
130781000,Mexico,MEX,power,electricity generation,2020-01-01,2021-01-01
6077280,Mexico,MEX,power,other energy use,2020-01-01,2021-01-01
8879346,Mexico,MEX,transport,aviation,2020-01-01,2021-01-01
0,Mexico,MEX,transport,other transportation,2020-01-01,2021-01-01
2083248,Mexico,MEX,transport,railways,2020-01-01,2021-01-01
147585200,Mexico,MEX,transport,roads,2020-01-01,2021-01-01
0,Mexico,MEX,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
620080,Mexico,MEX,waste,open burning waste,2020-01-01,2021-01-01
51800000,Mexico,MEX,waste,solid waste disposal,2020-01-01,2021-01-01
20552000,Mexico,MEX,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
,Marshall Islands,MHL,agriculture,cropland fires,2020-01-01,2021-01-01
,Marshall Islands,MHL,agriculture,enteric fermentation,2020-01-01,2021-01-01
,Marshall Islands,MHL,agriculture,managed soils,2020-01-01,2021-01-01
,Marshall Islands,MHL,agriculture,manure management,2020-01-01,2021-01-01
0,Marshall Islands,MHL,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Marshall Islands,MHL,buildings,cooking,2020-01-01,2021-01-01
0,Marshall Islands,MHL,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
0,Marshall Islands,MHL,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Marshall Islands,MHL,extraction,bauxite mining,2020-01-01,2021-01-01
,Marshall Islands,MHL,extraction,coal mining,2020-01-01,2021-01-01
0,Marshall Islands,MHL,extraction,copper mining,2020-01-01,2021-01-01
0,Marshall Islands,MHL,extraction,iron mining,2020-01-01,2021-01-01
18,Marshall Islands,MHL,extraction,rock quarry,2020-01-01,2021-01-01
0,Marshall Islands,MHL,extraction,sand quarry,2020-01-01,2021-01-01
,Marshall Islands,MHL,manufacturing,aluminum,2020-01-01,2021-01-01
,Marshall Islands,MHL,manufacturing,cement production,2020-01-01,2021-01-01
,Marshall Islands,MHL,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Marshall Islands,MHL,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Marshall Islands,MHL,manufacturing,glass production,2020-01-01,2021-01-01
,Marshall Islands,MHL,manufacturing,lime production,2020-01-01,2021-01-01
,Marshall Islands,MHL,manufacturing,nitric acid production,2020-01-01,2021-01-01
0,Marshall Islands,MHL,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Marshall Islands,MHL,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Marshall Islands,MHL,manufacturing,pulp paper,2020-01-01,2021-01-01
,Marshall Islands,MHL,manufacturing,steel,2020-01-01,2021-01-01
99636271,Marshall Islands,MHL,maritime,shipping,2020-01-01,2021-01-01
0,Marshall Islands,MHL,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Marshall Islands,MHL,oil and gas,oil refining,2020-01-01,2021-01-01
0,Marshall Islands,MHL,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
160000,Marshall Islands,MHL,power,electricity generation,2020-01-01,2021-01-01
0,Marshall Islands,MHL,power,other energy use,2020-01-01,2021-01-01
9216,Marshall Islands,MHL,transport,aviation,2020-01-01,2021-01-01
0,Marshall Islands,MHL,transport,other transportation,2020-01-01,2021-01-01
0,Marshall Islands,MHL,transport,railways,2020-01-01,2021-01-01
,Marshall Islands,MHL,transport,roads,2020-01-01,2021-01-01
0,Marshall Islands,MHL,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Marshall Islands,MHL,waste,open burning waste,2020-01-01,2021-01-01
0,Marshall Islands,MHL,waste,solid waste disposal,2020-01-01,2021-01-01
2206,Marshall Islands,MHL,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
96445,The former Yugoslav Republic of Macedonia,MKD,agriculture,cropland fires,2020-01-01,2021-01-01
715414,The former Yugoslav Republic of Macedonia,MKD,agriculture,enteric fermentation,2020-01-01,2021-01-01
244356,The former Yugoslav Republic of Macedonia,MKD,agriculture,managed soils,2020-01-01,2021-01-01
169648,The former Yugoslav Republic of Macedonia,MKD,agriculture,manure management,2020-01-01,2021-01-01
27272,The former Yugoslav Republic of Macedonia,MKD,agriculture,rice cultivation,2020-01-01,2021-01-01
3135,The former Yugoslav Republic of Macedonia,MKD,buildings,cooking,2020-01-01,2021-01-01
0,The former Yugoslav Republic of Macedonia,MKD,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
373237,The former Yugoslav Republic of Macedonia,MKD,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,The former Yugoslav Republic of Macedonia,MKD,extraction,bauxite mining,2020-01-01,2021-01-01
,The former Yugoslav Republic of Macedonia,MKD,extraction,coal mining,2020-01-01,2021-01-01
8959,The former Yugoslav Republic of Macedonia,MKD,extraction,copper mining,2020-01-01,2021-01-01
0,The former Yugoslav Republic of Macedonia,MKD,extraction,iron mining,2020-01-01,2021-01-01
2646,The former Yugoslav Republic of Macedonia,MKD,extraction,rock quarry,2020-01-01,2021-01-01
